STD,Year,State,County,State FIPS,County FIPS,Rate,Rate Category
Primary and secondary syphilis,2021,Missouri,Shannon County,29,203,0.0,0.0
Primary and secondary syphilis,2021,Missouri,Shelby County,29,205,0.0,0.0
Primary and secondary syphilis,2021,Missouri,Stoddard County,29,207,14.0,6.6–15.4
Primary and secondary syphilis,2021,Missouri,Stone County,29,209,15.8,"15.5–1,130.7"
Primary and secondary syphilis,2021,Missouri,Sullivan County,29,211,0.0,0.0
Primary and secondary syphilis,2021,Missouri,Taney County,29,213,35.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,Missouri,Texas County,29,215,12.0,6.6–15.4
Primary and secondary syphilis,2021,Missouri,Vernon County,29,217,0.0,0.0
Primary and secondary syphilis,2021,Missouri,Warren County,29,219,11.0,6.6–15.4
Primary and secondary syphilis,2021,Missouri,Washington County,29,221,21.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,Missouri,Wayne County,29,223,18.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,Missouri,Webster County,29,225,12.6,6.6–15.4
Primary and secondary syphilis,2021,Missouri,Worth County,29,227,0.0,0.0
Primary and secondary syphilis,2021,Missouri,Wright County,29,229,5.4,0.1–6.5
Primary and secondary syphilis,2021,Missouri,St. Louis city,29,510,52.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,Montana,Beaverhead County,30,1,0.0,0.0
Primary and secondary syphilis,2021,Montana,Big Horn County,30,3,15.4,6.6–15.4
Primary and secondary syphilis,2021,Montana,Blaine County,30,5,14.3,6.6–15.4
Primary and secondary syphilis,2021,Montana,Broadwater County,30,7,0.0,0.0
Primary and secondary syphilis,2021,Montana,Carbon County,30,9,0.0,0.0
Primary and secondary syphilis,2021,Montana,Carter County,30,11,0.0,0.0
Primary and secondary syphilis,2021,Montana,Cascade County,30,13,24.8,"15.5–1,130.7"
Primary and secondary syphilis,2021,Montana,Chouteau County,30,15,0.0,0.0
Primary and secondary syphilis,2021,Montana,Custer County,30,17,0.0,0.0
Primary and secondary syphilis,2021,Montana,Daniels County,30,19,0.0,0.0
Primary and secondary syphilis,2021,Montana,Dawson County,30,21,0.0,0.0
Primary and secondary syphilis,2021,Montana,Deer Lodge County,30,23,10.5,6.6–15.4
Primary and secondary syphilis,2021,Montana,Fallon County,30,25,0.0,0.0
Primary and secondary syphilis,2021,Montana,Fergus County,30,27,0.0,0.0
Primary and secondary syphilis,2021,Montana,Flathead County,30,29,2.8,0.1–6.5
Primary and secondary syphilis,2021,Montana,Gallatin County,30,31,2.4,0.1–6.5
Primary and secondary syphilis,2021,Montana,Garfield County,30,33,0.0,0.0
Primary and secondary syphilis,2021,Montana,Glacier County,30,35,94.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,Montana,Golden Valley County,30,37,0.0,0.0
Primary and secondary syphilis,2021,Montana,Granite County,30,39,0.0,0.0
Primary and secondary syphilis,2021,Montana,Hill County,30,41,12.4,6.6–15.4
Primary and secondary syphilis,2021,Montana,Jefferson County,30,43,0.0,0.0
Primary and secondary syphilis,2021,Montana,Judith Basin County,30,45,0.0,0.0
Primary and secondary syphilis,2021,Montana,Lake County,30,47,0.0,0.0
Primary and secondary syphilis,2021,Montana,Lewis and Clark County,30,49,4.2,0.1–6.5
Primary and secondary syphilis,2021,Montana,Liberty County,30,51,0.0,0.0
Primary and secondary syphilis,2021,Montana,Lincoln County,30,53,0.0,0.0
Primary and secondary syphilis,2021,Montana,McCone County,30,55,0.0,0.0
Primary and secondary syphilis,2021,Montana,Madison County,30,57,22.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,Montana,Meagher County,30,59,0.0,0.0
Primary and secondary syphilis,2021,Montana,Mineral County,30,61,0.0,0.0
Primary and secondary syphilis,2021,Montana,Missoula County,30,63,2.5,0.1–6.5
Primary and secondary syphilis,2021,Montana,Musselshell County,30,65,0.0,0.0
Primary and secondary syphilis,2021,Montana,Park County,30,67,0.0,0.0
Primary and secondary syphilis,2021,Montana,Petroleum County,30,69,0.0,0.0
Primary and secondary syphilis,2021,Montana,Phillips County,30,71,0.0,0.0
Primary and secondary syphilis,2021,Montana,Pondera County,30,73,0.0,0.0
Primary and secondary syphilis,2021,Montana,Powder River County,30,75,0.0,0.0
Primary and secondary syphilis,2021,Montana,Powell County,30,77,14.3,6.6–15.4
Primary and secondary syphilis,2021,Montana,Prairie County,30,79,0.0,0.0
Primary and secondary syphilis,2021,Montana,Ravalli County,30,81,0.0,0.0
Primary and secondary syphilis,2021,Montana,Richland County,30,83,8.9,6.6–15.4
Primary and secondary syphilis,2021,Montana,Roosevelt County,30,85,194.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,Montana,Rosebud County,30,87,12.3,6.6–15.4
Primary and secondary syphilis,2021,Montana,Sanders County,30,89,7.7,6.6–15.4
Primary and secondary syphilis,2021,Montana,Sheridan County,30,91,0.0,0.0
Primary and secondary syphilis,2021,Montana,Silver Bow County,30,93,8.5,6.6–15.4
Primary and secondary syphilis,2021,Montana,Stillwater County,30,95,11.1,6.6–15.4
Primary and secondary syphilis,2021,Montana,Sweet Grass County,30,97,0.0,0.0
Primary and secondary syphilis,2021,Montana,Teton County,30,99,16.0,"15.5–1,130.7"
Primary and secondary syphilis,2021,Montana,Toole County,30,101,0.0,0.0
Primary and secondary syphilis,2021,Montana,Treasure County,30,103,0.0,0.0
Primary and secondary syphilis,2021,Montana,Valley County,30,105,26.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,Montana,Wheatland County,30,107,0.0,0.0
Primary and secondary syphilis,2021,Montana,Wibaux County,30,109,0.0,0.0
Primary and secondary syphilis,2021,Montana,Yellowstone County,30,111,6.0,0.1–6.5
Primary and secondary syphilis,2021,Nebraska,Adams County,31,1,6.4,0.1–6.5
Primary and secondary syphilis,2021,Nebraska,Antelope County,31,3,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Arthur County,31,5,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Banner County,31,7,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Blaine County,31,9,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Boone County,31,11,18.6,"15.5–1,130.7"
Primary and secondary syphilis,2021,Nebraska,Box Butte County,31,13,9.4,6.6–15.4
Primary and secondary syphilis,2021,Nebraska,Boyd County,31,15,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Brown County,31,17,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Buffalo County,31,19,7.9,6.6–15.4
Primary and secondary syphilis,2021,Nebraska,Burt County,31,21,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Butler County,31,23,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Cass County,31,25,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Cedar County,31,27,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Chase County,31,29,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Cherry County,31,31,18.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,Nebraska,Cheyenne County,31,33,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Clay County,31,35,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Colfax County,31,37,9.5,6.6–15.4
Primary and secondary syphilis,2021,Nebraska,Cuming County,31,39,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Custer County,31,41,9.6,6.6–15.4
Primary and secondary syphilis,2021,Nebraska,Dakota County,31,43,14.1,6.6–15.4
Primary and secondary syphilis,2021,Nebraska,Dawes County,31,45,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Dawson County,31,47,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Deuel County,31,49,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Dixon County,31,51,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Dodge County,31,53,10.8,6.6–15.4
Primary and secondary syphilis,2021,Nebraska,Douglas County,31,55,16.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,Nebraska,Dundy County,31,57,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Fillmore County,31,59,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Franklin County,31,61,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Frontier County,31,63,39.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,Nebraska,Furnas County,31,65,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Gage County,31,67,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Garden County,31,69,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Garfield County,31,71,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Gosper County,31,73,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Grant County,31,75,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Greeley County,31,77,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Hall County,31,79,6.5,0.1–6.5
Primary and secondary syphilis,2021,Nebraska,Hamilton County,31,81,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Harlan County,31,83,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Hayes County,31,85,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Hitchcock County,31,87,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Holt County,31,89,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Hooker County,31,91,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Howard County,31,93,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Jefferson County,31,95,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Johnson County,31,97,18.8,"15.5–1,130.7"
Primary and secondary syphilis,2021,Nebraska,Kearney County,31,99,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Keith County,31,101,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Keya Paha County,31,103,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Kimball County,31,105,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Knox County,31,107,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Lancaster County,31,109,6.5,0.1–6.5
Primary and secondary syphilis,2021,Nebraska,Lincoln County,31,111,2.9,0.1–6.5
Primary and secondary syphilis,2021,Nebraska,Logan County,31,113,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Loup County,31,115,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,McPherson County,31,117,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Madison County,31,119,8.5,6.6–15.4
Primary and secondary syphilis,2021,Nebraska,Merrick County,31,121,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Morrill County,31,123,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Nance County,31,125,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Nemaha County,31,127,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Nuckolls County,31,129,24.6,"15.5–1,130.7"
Primary and secondary syphilis,2021,Nebraska,Otoe County,31,131,6.3,0.1–6.5
Primary and secondary syphilis,2021,Nebraska,Pawnee County,31,133,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Perkins County,31,135,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Phelps County,31,137,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Pierce County,31,139,13.7,6.6–15.4
Primary and secondary syphilis,2021,Nebraska,Platte County,31,141,11.7,6.6–15.4
Primary and secondary syphilis,2021,Nebraska,Polk County,31,143,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Red Willow County,31,145,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Richardson County,31,147,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Rock County,31,149,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Saline County,31,151,7.0,6.6–15.4
Primary and secondary syphilis,2021,Nebraska,Sarpy County,31,153,12.4,6.6–15.4
Primary and secondary syphilis,2021,Nebraska,Saunders County,31,155,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Scotts Bluff County,31,157,5.6,0.1–6.5
Primary and secondary syphilis,2021,Nebraska,Seward County,31,159,5.7,0.1–6.5
Primary and secondary syphilis,2021,Nebraska,Sheridan County,31,161,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Sherman County,31,163,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Sioux County,31,165,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Stanton County,31,167,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Thayer County,31,169,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Thomas County,31,171,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Thurston County,31,173,45.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,Nebraska,Valley County,31,175,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Washington County,31,177,4.8,0.1–6.5
Primary and secondary syphilis,2021,Nebraska,Wayne County,31,179,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Webster County,31,181,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,Wheeler County,31,183,0.0,0.0
Primary and secondary syphilis,2021,Nebraska,York County,31,185,21.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,Nevada,Churchill County,32,1,11.7,6.6–15.4
Primary and secondary syphilis,2021,Nevada,Clark County,32,3,32.2,"15.5–1,130.7"
Primary and secondary syphilis,2021,Nevada,Douglas County,32,5,8.0,6.6–15.4
Primary and secondary syphilis,2021,Nevada,Elko County,32,7,9.3,6.6–15.4
Primary and secondary syphilis,2021,Nevada,Esmeralda County,32,9,0.0,0.0
Primary and secondary syphilis,2021,Nevada,Eureka County,32,11,52.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,Nevada,Humboldt County,32,13,5.7,0.1–6.5
Primary and secondary syphilis,2021,Nevada,Lander County,32,15,17.2,"15.5–1,130.7"
Primary and secondary syphilis,2021,Nevada,Lincoln County,32,17,0.0,0.0
Primary and secondary syphilis,2021,Nevada,Lyon County,32,19,19.7,"15.5–1,130.7"
Primary and secondary syphilis,2021,Nevada,Mineral County,32,21,43.6,"15.5–1,130.7"
Primary and secondary syphilis,2021,Nevada,Nye County,32,23,3.7,0.1–6.5
Primary and secondary syphilis,2021,Nevada,Pershing County,32,27,0.0,0.0
Primary and secondary syphilis,2021,Nevada,Storey County,32,29,24.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,Nevada,Washoe County,32,31,32.2,"15.5–1,130.7"
Primary and secondary syphilis,2021,Nevada,White Pine County,32,33,0.0,0.0
Primary and secondary syphilis,2021,Nevada,Carson City,32,510,17.0,"15.5–1,130.7"
Primary and secondary syphilis,2021,New Hampshire,Belknap County,33,1,1.6,0.1–6.5
Primary and secondary syphilis,2021,New Hampshire,Carroll County,33,3,3.9,0.1–6.5
Primary and secondary syphilis,2021,New Hampshire,Cheshire County,33,5,2.6,0.1–6.5
Primary and secondary syphilis,2021,New Hampshire,Coos County,33,7,6.4,0.1–6.5
Primary and secondary syphilis,2021,New Hampshire,Grafton County,33,9,3.3,0.1–6.5
Primary and secondary syphilis,2021,New Hampshire,Hillsborough County,33,11,6.4,0.1–6.5
Primary and secondary syphilis,2021,New Hampshire,Merrimack County,33,13,7.1,6.6–15.4
Primary and secondary syphilis,2021,New Hampshire,Rockingham County,33,15,5.4,0.1–6.5
Primary and secondary syphilis,2021,New Hampshire,Strafford County,33,17,5.3,0.1–6.5
Primary and secondary syphilis,2021,New Hampshire,Sullivan County,33,19,2.3,0.1–6.5
Primary and secondary syphilis,2021,New Jersey,Atlantic County,34,1,7.3,6.6–15.4
Primary and secondary syphilis,2021,New Jersey,Bergen County,34,3,5.5,0.1–6.5
Primary and secondary syphilis,2021,New Jersey,Burlington County,34,5,10.1,6.6–15.4
Primary and secondary syphilis,2021,New Jersey,Camden County,34,7,25.2,"15.5–1,130.7"
Primary and secondary syphilis,2021,New Jersey,Cape May County,34,9,4.2,0.1–6.5
Primary and secondary syphilis,2021,New Jersey,Cumberland County,34,11,6.5,0.1–6.5
Primary and secondary syphilis,2021,New Jersey,Essex County,34,13,17.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,New Jersey,Gloucester County,34,15,7.9,6.6–15.4
Primary and secondary syphilis,2021,New Jersey,Hudson County,34,17,16.2,"15.5–1,130.7"
Primary and secondary syphilis,2021,New Jersey,Hunterdon County,34,19,3.1,0.1–6.5
Primary and secondary syphilis,2021,New Jersey,Mercer County,34,21,9.3,6.6–15.4
Primary and secondary syphilis,2021,New Jersey,Middlesex County,34,23,7.3,6.6–15.4
Primary and secondary syphilis,2021,New Jersey,Monmouth County,34,25,6.2,0.1–6.5
Primary and secondary syphilis,2021,New Jersey,Morris County,34,27,2.5,0.1–6.5
Primary and secondary syphilis,2021,New Jersey,Ocean County,34,29,3.5,0.1–6.5
Primary and secondary syphilis,2021,New Jersey,Passaic County,34,31,10.0,6.6–15.4
Primary and secondary syphilis,2021,New Jersey,Salem County,34,33,10.8,6.6–15.4
Primary and secondary syphilis,2021,New Jersey,Somerset County,34,35,4.3,0.1–6.5
Primary and secondary syphilis,2021,New Jersey,Sussex County,34,37,2.7,0.1–6.5
Primary and secondary syphilis,2021,New Jersey,Union County,34,39,16.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,New Jersey,Warren County,34,41,4.5,0.1–6.5
Primary and secondary syphilis,2021,New Mexico,Bernalillo County,35,1,31.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,New Mexico,Catron County,35,3,0.0,0.0
Primary and secondary syphilis,2021,New Mexico,Chaves County,35,5,72.7,"15.5–1,130.7"
Primary and secondary syphilis,2021,New Mexico,Cibola County,35,6,51.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,New Mexico,Colfax County,35,7,0.0,0.0
Primary and secondary syphilis,2021,New Mexico,Curry County,35,9,70.8,"15.5–1,130.7"
Primary and secondary syphilis,2021,New Mexico,De Baca County,35,11,59.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,New Mexico,Doña Ana County,35,13,29.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,New Mexico,Eddy County,35,15,34.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,New Mexico,Grant County,35,17,14.3,6.6–15.4
Primary and secondary syphilis,2021,New Mexico,Guadalupe County,35,19,112.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,New Mexico,Harding County,35,21,0.0,0.0
Primary and secondary syphilis,2021,New Mexico,Hidalgo County,35,23,49.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,New Mexico,Lea County,35,25,31.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,New Mexico,Lincoln County,35,27,4.9,0.1–6.5
Primary and secondary syphilis,2021,New Mexico,Los Alamos County,35,28,5.2,0.1–6.5
Primary and secondary syphilis,2021,New Mexico,Luna County,35,29,27.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,New Mexico,McKinley County,35,31,101.7,"15.5–1,130.7"
Primary and secondary syphilis,2021,New Mexico,Mora County,35,33,0.0,0.0
Primary and secondary syphilis,2021,New Mexico,Otero County,35,35,10.2,6.6–15.4
Primary and secondary syphilis,2021,New Mexico,Quay County,35,37,0.0,0.0
Primary and secondary syphilis,2021,New Mexico,Rio Arriba County,35,39,52.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,New Mexico,Roosevelt County,35,41,42.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,New Mexico,Sandoval County,35,43,19.2,"15.5–1,130.7"
Primary and secondary syphilis,2021,New Mexico,San Juan County,35,45,64.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,New Mexico,San Miguel County,35,47,18.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,New Mexico,Santa Fe County,35,49,12.2,6.6–15.4
Primary and secondary syphilis,2021,New Mexico,Sierra County,35,51,26.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,New Mexico,Socorro County,35,53,6.1,0.1–6.5
Primary and secondary syphilis,2021,New Mexico,Taos County,35,55,8.7,6.6–15.4
Primary and secondary syphilis,2021,New Mexico,Torrance County,35,57,0.0,0.0
Primary and secondary syphilis,2021,New Mexico,Union County,35,59,0.0,0.0
Primary and secondary syphilis,2021,New Mexico,Valencia County,35,61,54.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,New York,Albany County,36,1,10.2,6.6–15.4
Primary and secondary syphilis,2021,New York,Allegany County,36,3,0.0,0.0
Primary and secondary syphilis,2021,New York,Bronx County,36,5,34.7,"15.5–1,130.7"
Primary and secondary syphilis,2021,New York,Broome County,36,7,2.5,0.1–6.5
Primary and secondary syphilis,2021,New York,Cattaraugus County,36,9,0.0,0.0
Primary and secondary syphilis,2021,New York,Cayuga County,36,11,6.6,6.6–15.4
Primary and secondary syphilis,2021,New York,Chautauqua County,36,13,1.6,0.1–6.5
Primary and secondary syphilis,2021,New York,Chemung County,36,15,4.8,0.1–6.5
Primary and secondary syphilis,2021,New York,Chenango County,36,17,0.0,0.0
Primary and secondary syphilis,2021,New York,Clinton County,36,19,2.5,0.1–6.5
Primary and secondary syphilis,2021,New York,Columbia County,36,21,3.2,0.1–6.5
Primary and secondary syphilis,2021,New York,Cortland County,36,23,0.0,0.0
Primary and secondary syphilis,2021,New York,Delaware County,36,25,9.0,6.6–15.4
Primary and secondary syphilis,2021,New York,Dutchess County,36,27,13.1,6.6–15.4
Primary and secondary syphilis,2021,New York,Erie County,36,29,12.5,6.6–15.4
Primary and secondary syphilis,2021,New York,Essex County,36,31,5.4,0.1–6.5
Primary and secondary syphilis,2021,New York,Franklin County,36,33,6.3,0.1–6.5
Primary and secondary syphilis,2021,New York,Fulton County,36,35,7.5,6.6–15.4
Primary and secondary syphilis,2021,New York,Genesee County,36,37,1.7,0.1–6.5
Primary and secondary syphilis,2021,New York,Greene County,36,39,12.4,6.6–15.4
Primary and secondary syphilis,2021,New York,Hamilton County,36,41,0.0,0.0
Primary and secondary syphilis,2021,New York,Herkimer County,36,43,3.3,0.1–6.5
Primary and secondary syphilis,2021,New York,Jefferson County,36,45,3.4,0.1–6.5
Primary and secondary syphilis,2021,New York,Kings County,36,47,25.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,New York,Lewis County,36,49,3.8,0.1–6.5
Primary and secondary syphilis,2021,New York,Livingston County,36,51,3.2,0.1–6.5
Primary and secondary syphilis,2021,New York,Madison County,36,53,4.4,0.1–6.5
Primary and secondary syphilis,2021,New York,Monroe County,36,55,53.8,"15.5–1,130.7"
Primary and secondary syphilis,2021,New York,Montgomery County,36,57,0.0,0.0
Primary and secondary syphilis,2021,New York,Nassau County,36,59,5.6,0.1–6.5
Primary and secondary syphilis,2021,New York,New York County,36,61,39.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,New York,Niagara County,36,63,7.6,6.6–15.4
Primary and secondary syphilis,2021,New York,Oneida County,36,65,6.5,0.1–6.5
Primary and secondary syphilis,2021,New York,Onondaga County,36,67,16.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,New York,Ontario County,36,69,3.6,0.1–6.5
Primary and secondary syphilis,2021,New York,Orange County,36,71,15.8,"15.5–1,130.7"
Primary and secondary syphilis,2021,New York,Orleans County,36,73,2.5,0.1–6.5
Primary and secondary syphilis,2021,New York,Oswego County,36,75,2.6,0.1–6.5
Primary and secondary syphilis,2021,New York,Otsego County,36,77,8.6,6.6–15.4
Primary and secondary syphilis,2021,New York,Putnam County,36,79,6.1,0.1–6.5
Primary and secondary syphilis,2021,New York,Queens County,36,81,17.2,"15.5–1,130.7"
Primary and secondary syphilis,2021,New York,Rensselaer County,36,83,11.9,6.6–15.4
Primary and secondary syphilis,2021,New York,Richmond County,36,85,6.5,0.1–6.5
Primary and secondary syphilis,2021,New York,Rockland County,36,87,6.2,0.1–6.5
Primary and secondary syphilis,2021,New York,St. Lawrence County,36,89,1.9,0.1–6.5
Primary and secondary syphilis,2021,New York,Saratoga County,36,91,6.7,6.6–15.4
Primary and secondary syphilis,2021,New York,Schenectady County,36,93,32.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,New York,Schoharie County,36,95,3.3,0.1–6.5
Primary and secondary syphilis,2021,New York,Schuyler County,36,97,5.6,0.1–6.5
Primary and secondary syphilis,2021,New York,Seneca County,36,99,8.9,6.6–15.4
Primary and secondary syphilis,2021,New York,Steuben County,36,101,3.2,0.1–6.5
Primary and secondary syphilis,2021,New York,Suffolk County,36,103,6.5,0.1–6.5
Primary and secondary syphilis,2021,New York,Sullivan County,36,105,3.8,0.1–6.5
Primary and secondary syphilis,2021,New York,Tioga County,36,107,0.0,0.0
Primary and secondary syphilis,2021,New York,Tompkins County,36,109,6.7,6.6–15.4
Primary and secondary syphilis,2021,New York,Ulster County,36,111,4.9,0.1–6.5
Primary and secondary syphilis,2021,New York,Warren County,36,113,1.5,0.1–6.5
Primary and secondary syphilis,2021,New York,Washington County,36,115,0.0,0.0
Primary and secondary syphilis,2021,New York,Wayne County,36,117,2.2,0.1–6.5
Primary and secondary syphilis,2021,New York,Westchester County,36,119,11.5,6.6–15.4
Primary and secondary syphilis,2021,New York,Wyoming County,36,121,0.0,0.0
Primary and secondary syphilis,2021,New York,Yates County,36,123,12.2,6.6–15.4
Primary and secondary syphilis,2021,North Carolina,Alamance County,37,1,22.4,"15.5–1,130.7"
Primary and secondary syphilis,2021,North Carolina,Alexander County,37,3,13.6,6.6–15.4
Primary and secondary syphilis,2021,North Carolina,Alleghany County,37,5,0.0,0.0
Primary and secondary syphilis,2021,North Carolina,Anson County,37,7,18.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,North Carolina,Ashe County,37,9,3.7,0.1–6.5
Primary and secondary syphilis,2021,North Carolina,Avery County,37,11,16.8,"15.5–1,130.7"
Primary and secondary syphilis,2021,North Carolina,Beaufort County,37,13,11.2,6.6–15.4
Primary and secondary syphilis,2021,North Carolina,Bertie County,37,15,11.4,6.6–15.4
Primary and secondary syphilis,2021,North Carolina,Bladen County,37,17,16.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,North Carolina,Brunswick County,37,19,4.9,0.1–6.5
Primary and secondary syphilis,2021,North Carolina,Buncombe County,37,21,15.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,North Carolina,Burke County,37,23,21.7,"15.5–1,130.7"
Primary and secondary syphilis,2021,North Carolina,Cabarrus County,37,25,11.2,6.6–15.4
Primary and secondary syphilis,2021,North Carolina,Caldwell County,37,27,21.1,"15.5–1,130.7"
Primary and secondary syphilis,2021,North Carolina,Camden County,37,29,0.0,0.0
Primary and secondary syphilis,2021,North Carolina,Carteret County,37,31,4.4,0.1–6.5
Primary and secondary syphilis,2021,North Carolina,Caswell County,37,33,17.6,"15.5–1,130.7"
Primary and secondary syphilis,2021,North Carolina,Catawba County,37,35,8.0,6.6–15.4
Primary and secondary syphilis,2021,North Carolina,Chatham County,37,37,9.0,6.6–15.4
Primary and secondary syphilis,2021,North Carolina,Cherokee County,37,39,0.0,0.0
Primary and secondary syphilis,2021,North Carolina,Chowan County,37,41,7.3,6.6–15.4
Primary and secondary syphilis,2021,North Carolina,Clay County,37,43,8.8,6.6–15.4
Primary and secondary syphilis,2021,North Carolina,Cleveland County,37,45,21.9,"15.5–1,130.7"
Primary and secondary syphilis,2021,North Carolina,Columbus County,37,47,12.0,6.6–15.4
Primary and secondary syphilis,2021,North Carolina,Craven County,37,49,10.9,6.6–15.4
Primary and secondary syphilis,2021,North Carolina,Cumberland County,37,51,32.5,"15.5–1,130.7"
Primary and secondary syphilis,2021,North Carolina,Currituck County,37,53,0.0,0.0
Primary and secondary syphilis,2021,North Carolina,Dare County,37,55,5.3,0.1–6.5
Primary and secondary syphilis,2021,North Carolina,Davidson County,37,57,19.3,"15.5–1,130.7"
Primary and secondary syphilis,2021,North Carolina,Davie County,37,59,2.3,0.1–6.5
